,Brand Name,ID_Drug,Generic Name,Review,Rating,
11,Adderall,1,amphetamine and dextroamphetamine,"""It makes you feel very energetic and makes you want to accomplish everything and it makes you very interested in stuff going on with yourself. It keeps you awake and very alert and you feel like you are on top of the world.""",9,
12,Adderall,1,amphetamine and dextroamphetamine,"""I knew I was different when I went to school. Being an only child I was very loved and cared for. I lived for the attention in kindergarten I knew I was not like everyone else it took me longer to learn things than others I wouldn't listen fully to instructions. I was so eager to please I fell over myself trying to prove things to be accepted I was outgoing and a class clown my mother always got notes home about me things like she doesn't sit still gets out of her seat talk talk talk I'm grown and my mother has passed away. My best friend therapist has shown me PTSD and ADHD, now I know who I am now.""",10,
13,Adderall,1,amphetamine and dextroamphetamine,"""This pill definitely keeps me focused.""",10,
14,Adderall,1,amphetamine and dextroamphetamine,"""Took XR but IR is a little heavy for me. Now I split my meds in half 5mg 2-3 times a day. Duration seems better than XR. I take lamictal as well. IR helps me get more done but I don't feel personally that the good outweigh the bad. I have reached a norm. Weight. I eat healthier I look healthier. And I take better care of my body. At first - dry skin slightly, hyper focused (my body did not know how to react) I smelT AWFUL at first! Haha I sweat it out ew! I can't find this side effect anywhere. It can take a toll if you don't take care of your body. Stay healthy.""",9,
15,Adderall,1,amphetamine and dextroamphetamine,"""I was 23 when I was diagnosed with ADHD. Started Adderall, I take 30 mg of SR a day and the difference is phenomenal! I get up with ease because I know I can tackle all tasks with astounding motivation and actually enjoy doing tedious work. I am co-morbid with anxiety, rumination, and I was highly neurotic. I found myself aggressive, quick tempered, and easily abusing marijuana and alcohol. This all changed with Adderall, I am rational, reflect on situations in a positive light, and generally just a more helpful and kind person. Adderall completely saved my professional and personal life. Side note, it can cause erectile dysfunction but it will go away after your body is used to the cycle.""",10,
16,Adderall,1,amphetamine and dextroamphetamine,"""It works but I think it might be the effect from having extra energy so you do more things. It definitely helps with motivation and depression. Ironically it got rid of my anxiety as well.""",7,
17,Adderall,1,amphetamine and dextroamphetamine,"""I have been taking Adderall for two years and it has probably saved my life. I had been misdiagnosed as bi-polar with no co-morbid ADHD, and was prescribed benzodiazepines and anti-depressants. I eventually became suicidal when Abilify was added,and was lucky enough to have a moment of clarity and changed doctors and hospital affiliates. The week I was started on ADHD meds, I started to become the person I should be. I only wish I could have been diagnosed as a child, I feel I missed half my education. I can now focus all day, keep a train of thought long enough to finish mundane to complex tasks, and have written and recorded an album of music that had been completed but in disarray. No side effects, no weight loss or changes in eating habits.""",10,
18,Adderall,1,amphetamine and dextroamphetamine,"""Adderall has been a blessing to me. I take 30mg twice a day and my thinking has become so much more clear. I am now able to pay attention and absorb what is going on around me. I have had no negative side effects except for an occasional night where it might take me an extra 30 minutes to fall asleep. I still have a healthy appetite since taking Adderall. This medicine has made my life so much better.""",9,
19,Adderall,1,amphetamine and dextroamphetamine,"""I have ran the gauntlet of ADD meds, starting with Concerta then tried Vyvance which worked well in the beginning, then my Dr switched to Adderall XR, then to I R, which works best for me I take 20mg twice a day definitely helps with non stop thinking, racing thoughts, and just simply getting motivated. I have been on the IR for about a year and the highs are finally outweighing the lows. 39 years old and can see light at the end of the tunnel.""",9,
20,Adderall,1,amphetamine and dextroamphetamine,"""I was diagnosed with ADHD when I was 6 yrs old and pretty much just learned to deal with it until age 14. When I started 8th grade, my parents put me on the meds and I absolutely love it! I'm so much more successful! Plus I feel better about myself as a person. I don't know how I went all those years without it. Its definitely made my life better.""",10,
21,Adderall,1,amphetamine and dextroamphetamine,"""When I was diagnosed with ADHD in the 3rd grade they put me on Adderall and then I became a person I was not. I had social anxiety but got exceptionally good grades in school where others failed. Adderall changes your personality and was the worst 12 years of my life, I had no friends because engaging in conversation was nearly impossible. It traps your thoughts in a prison of your mind and suppresses any creativity. """,1,
22,Adderall,1,amphetamine and dextroamphetamine,"""I always knew I was different from everyone else. I was very quiet and shy. But in my mind I couldn't shut up. My mind was loud. In class I could never stop fidgeting, playing with my hair, scratching an itch, doodling on notebooks. I wondered why nobody else squirmed around like me. At 24 I was diagnosed with ADD. Adderall is life changing. I'm finally normal. I feel like everyone else. My mind is at ease. I am in charge of my thoughts. I can have genuine conversations with people without my mind wondering. I am finally happy after years of struggles. I am organized and more peaceful. """,10,
23,Adderall,1,amphetamine and dextroamphetamine,"""Very effective in treating ADHD.""",10,
24,Adderall,1,amphetamine and dextroamphetamine,"""I've taken Adderall for 2 years. The first 6 months, worked very well. Balanced me out, kept me focused & side effects were minimal. But, the efficiency of Adderall has really gone down in my experience. I often find myself hyper focusing on things I don't need to & the side effects have gotten much worse. Insomnia, horrible dry mouth (= more cavities), I get antsy & shaky at times & I also feel I've become dependent on it. Next doctors appointment, I will be asking to switch out to something else. Its a good medicine at first, but understand that many of the great reviews are likely written by newer Adderall users.""",6,
25,Adderall,1,amphetamine and dextroamphetamine,"""I liked how focused it made me however if I was agitated it made it worse""",6,
26,Adderall,1,amphetamine and dextroamphetamine,"""Hyper focused, dry mouth. Both this and Straterra put me into state of manic. Used Depakote 750mg for mental balance. """,4,
27,Adderall,1,amphetamine and dextroamphetamine,"""I've taken Vyvanse extended release and Adderall extended release. I didn't like the mood swings and irritability I suffered when they would wear off. My doctor has since put me on Adderall immediate release 30 milligram tablets twice a day. I've taken these tablets for 2 years now and love that I can focus and I am not having mood swings or irritable at all. I have experienced dry mouth and some jitters as well as trouble sleeping. I take Ambien to sleep and it is no longer an issue. I have to take a vitamin supplement due to a huge weight loss though. I was over weight when I started Adderall and now am at a healthy weight and maintaining that weight without issue.""",10,
28,Adderall,1,amphetamine and dextroamphetamine,"""After 37 years of knowing something wasn't right with my brain, I was diagnosed with ADHD, Inattentive Type in grad school and was prescribed Adderall. Where do I start??? This medication literally changed my life. Imagine being a ""gifted"" kid who eventually could barely pass middle school math - that's me. After a lifetime of compensating for my ""slow processing,"" hiding my disorganization, and pretending to be on the same page with everyone else, this explains everything. Adderall has made a NIGHT AND DAY difference in my motivation level, what I understand and follow, and even my mood/emotional reactivity. In a word, amazing. If I ever meet the people who ""discovered"" Adderall, I'm kissing them - my husband agrees.""",10,
29,Adderall,1,amphetamine and dextroamphetamine,"""Finally I was diagnosed with ADD as an adult after struggling my whole life with ADD. I was put on Adderall and my life changed 100% for the better. I think this is a wonderful medication for those with ADD!""",10,
30,Adderall,1,amphetamine and dextroamphetamine,"""I'm a 57 year old male that has been clean and in recovery for ten years now. I have abstained from anything stronger than aspirin the whole time. Chronic pain had made it necessary to begin a closely monitored treatment schedule, but I was still losing a lot of focus on tasks at work and any motivation for anything but sleeping at home. After talking to the doctor we added 20mg Adderal 3 times a day. The difference has been amazing. I normally work pretty long hours and had been having trouble staying awake in the morning going to work and evenings going home. No more. Properly scheduling the doses keeps me active and focused my entire day. Didn't take long to find out that it increased energy and desire in other areas also. All others.""",10,
31,Adderall,1,amphetamine and dextroamphetamine,"""I am prescribed Adderall XRs. I am only on 30 mg once a day and my Dr won't increase it. The medication definitely makes me motivated, have energy, and feel a nice since of well-being. I am concerned with a few side effects I get almost every time. I get numb on the left side of my neck and in my shoulder. I also get really cold feet and my toes look purple with very slow capillary refill. I also already had a sleep problem before all this, so my nights are always pretty restless.""",7,
32,Adderall,1,amphetamine and dextroamphetamine,"""Great medication. I was doing tasks again and talking to people again. The only down side is I want something more 24hrs. The instant release tabs had peaks and after the peaks I would have massive anxiety and the same was with the extended release. It's a great medicine but not for me.""",9,
33,Adderall,1,amphetamine and dextroamphetamine,"""This is a great medicine for focus but it has a downside to it as well. It can cause chest pains. So you must be careful with usage. """,9,
34,Adderall,1,amphetamine and dextroamphetamine,"""Adderall in my opinion is a ""Miracle""! I am prescribed the (IR) 30mg strength, three times a day. Adderall I feel has significantly improved my quality of life.""",9,
35,Adderall,1,amphetamine and dextroamphetamine,"""I am almost 50 yr old female just, diagnosed with ADD/ADHD. In elementary school super bright but would finish my work quickly and disrupt the rest of the class. I was never considered hyper just a little ""naughty"" and disrupted. Now looking back as things in my life have become more disruptive as I age. Couldn't hold a job lately, drink too much etc. I have the Adderral now and that's great. However, when I read about it not working or it becomes less effective, I get nervous because I don't want to be that disruptive unemployable person. I met a Doctor who has ADD as well. He found that simple blood hormone test and restoring your levels can assist in using less medication, making the medication more effective and less side effects.""",10,
36,Adderall,1,amphetamine and dextroamphetamine,"""Caused migraines.""",1,
37,Adderall,1,amphetamine and dextroamphetamine,"""I've had a wonderful experience with Adderall! It helps me focus and get up to do the daily things that need to be done plus more!""",10,
38,Adderall,1,amphetamine and dextroamphetamine,"""I like Adderall for my ADHD a lot. It keeps me focused and I am able to concentrate and accomplish the things that I need to get accomplished, also it helps me with my depression a lot because it makes me feel more happy and motivated.""",10,
39,Adderall,1,amphetamine and dextroamphetamine,"""I too have gone through my whole life with undiagnosed ADHD and I have to say that I have lost so many years of my life both academically and personal. I've been recently diagnosed with ADHD and started Ritalin. I could not tolerate Ritalin. It made me feel like a zombie along with bad headaches. My MD switched me to Adderall and It has changed my life. I wish I would have sought help years ago but I was too embarrassed to seek mental health help. I've been on 30 mg per day of Adderall for 1.5 months now and its worked great except that I think this dose is too low as I have to split the 30 mg into two doses per day. 20 mg works great for me but the other 10 mg I have to take doesn't do much for me.""",10,
40,Adderall,1,amphetamine and dextroamphetamine,"""Adderall is effective, but it comes with consequences. Both to your physical and mental health. I am 27 years old, I have taken Adderall on and off for about 10 years. Started it my freshman year of college. It was AMAZING at first! Lost that freshman 15, got straight A's, actually ENJOYED my work. Then I started noticing the crash symptoms. Tired, withdrawn, emotionless, sleepless. I stopped taking it because I hated the way it made me feel, but I realized how much more productive I am when taking it. When I start taking it again my immune system is shot, I'm constantly sick with something, I get super irritable. When I don't take it I can barely get out of bed and I always gain weight, which always sucks. It's a vicious cycle.""",6,
41,Adderall,1,amphetamine and dextroamphetamine,"""I've gone through most of my adult life not knowing that I have ADHD. After finding that I had literally every single symptom. As my doctor said, Whoa! You're off the chart here! I've been taking 20mg for a month now. Some of my symptoms bother me. Forgetting what I was talking about mid sentence, going into a room forgetting what I was there for. All in all though, I call this medicine a miracle. I hate thinking about how much of my life I've missed out on before this. I was in school to be a Pharmacy Tech. I dropped out within a month, because I just couldn't keep up, or focus. I feel good now. My insurance at first weren't filling it. My doctor had to call the insurance co, they approved it for a year. My doctors appointment to check how this medicine dosage is working. I think I need to go up a bit. I don't have annoying side effects""",10,
42,Adderall,1,amphetamine and dextroamphetamine,"""I floated through high school, got honors and graduated a year early. Did the same through a state college, even though I was accepted to Ivy leagues with scholarships. I chose the easy route as I hated books, and never read anything, despite being able to pass with a bachelors in college and honors in HS just on auditory lecture learning, I was scared to challenge myself. Went to nursing school 10 years ago and failed out. Then I tried again on Adderall - Out of a class of 140, I'm #1. Everything I read I absorb. I can NOW focus. Everything's wired tight and each day I am limitless on what I can learn. I feel music. I'm in touch with everything. I thank everyday I'm on it.""",10,
43,Adderall,1,amphetamine and dextroamphetamine,"""It makes me not able to sleep, irritable, and when I take I just don't feel like me.""",2,
44,Adderall,1,amphetamine and dextroamphetamine,"""Adderall really helps me focus and stay on task. I used to start projects before I took Adderall and I always got side tracked and not be able to finish what I've started. Now that I take Adderall I complete tasks and I'm able to stay focused throughout the whole project. Also I complete what I've started! Thank you Adderall, you really helped me out!""",10,
45,Adderall,1,amphetamine and dextroamphetamine,"""Great medicine for motivation and getting your life in order. Thoughts are clearer now and I am wondering what my life would have been like if I started the therapy sooner. Have been taking 70mg daily for approx. 7 months. One drawback I have experienced is occasional impulsive behavior linked I believe to over confidence.""",10,
46,Adderall,1,amphetamine and dextroamphetamine,"""Adderall makes me always want to smoke cigarettes to relax and not shake so much. I have a love hate for it I love it but I hate that I have to depend on it everyday to do my daily tasks.""",10,
47,Adderall,1,amphetamine and dextroamphetamine,"""Adderall has made me successful at work. It allows me to dominate. I am the hardest worker. I only want to work and get ahead, but not socialize.""",9,
48,Adderall,1,amphetamine and dextroamphetamine,"""I actually have ADD. This may work for many people, but it gave me bad chest pain.""",2,
49,Adderall,1,amphetamine and dextroamphetamine,"""I am a 45 year old male and was never diagnosed with ADD or ADHD. However, I have nearly every symptom and have suffered the consequences of this problem my entire life. In short, Adderall changed my life. I have never liked taking any medication but the increase in the quality of my life is worth any side effect I may incur down the road.""",10,
50,Adderall,1,amphetamine and dextroamphetamine,"""Helps me keep my attention in class, but seems to make me keep grinding my teeth and move my jaw around. A tick I guess.""",6,
51,Adderall,1,amphetamine and dextroamphetamine,"""I've been taking 60mg of Adderall a day for 14 years now. It's a miracle! I don't think I would have made it through high school or college without it. I started when I was 14 and starting high school. I loathed getting up early, but shortly after taking my pills I was awake and motivated to get ready and go about my day. It made boring classes seem more interesting. It gives you this focus and drive to be productive.I don't feel like myself without them. I'm cranky, unmotivated, eat and sleep a lot if I don't take it. Just be cautious with dosage. You do develop a tolerance to it over time. If your blood pressure goes way up and you feel jittery or shaky, your taking too high of a mg. People should start with 10 or 20mg at first.""",10,
52,Adderall,1,amphetamine and dextroamphetamine,"""36 year old female diagnosed with ADHD. Started on Concerta 30mg daily (2 weeks), no therapeutic effect but had extreme dry mouth, a crash/grogginess in the evenings. Switched to Adderall XR 20mg daily, no therapeutic effect; experienced dry mouth and slight loss of appetite during day, made up for it in evening. Just started 40mg daily and I feel the therapeutic effect. Profound concentration at work, desire to tweak processes, love getting things done, a non-stop interest in being productive with everything. I have this sense of crystal clear clarity of my surroundings, like HDTV sight. Around 5pm, I still feel a crash and extreme tiredness. I will see if I can take a short acting pill to get me through the evening. VERY PLEASED NOW.""",8,
53,Adderall,1,amphetamine and dextroamphetamine,"""I'm a full-time college student in my mid-20s. I've been on Adderall for 3 months now. I cut my 15mg IR in half and take it in the morning and the other half 3 hours later (and another half after 3-4 hours if needed). I don't take it everyday, I probably only take it 4x a week. If you don't have an addictive personality, you won't be addicted to it. I have to say it works really well with my ADD. I'm able to study for hours at a time. I don't necessarily think it makes you smarter. It just lets you focus on a task without getting distracted. I think my only complaint is sudden mood swings and agitation. I definitely noticed a difference in my personality the days I'm not on it. I get angry very easily and irritable.""",7,
54,Adderall,1,amphetamine and dextroamphetamine,"""I have been on Adderall for a little under a month. Let me say, this is the magic pill. I can focus, sit and watch an actual movie, and pay attention in daily life as well as my college. Love Adderall.""",9,
55,Adderall,1,amphetamine and dextroamphetamine,"""I have ADHD & narcolepsy. I recently started Adderall after trying a few other medications. So far the Adderall has been a God send. I hope it continues to help me with my problems.""",10,
56,Adderall,1,amphetamine and dextroamphetamine,"""This medication has completely changed my life. Without it I feel like I am not complete. Twisted I feel like I can accomplish anything. Without it I sleep and have no motivation, suffer from depression, anxiety, no social skills. With it my whole social outlook changed, I am no longer shy and not showing away from social encounters. It is definitely a miracle.""",10,
57,Adderall,1,amphetamine and dextroamphetamine,"""I have used this medication for over three years, with great success in combating lifelong inability to maintain focus, or to complete tasks, get to work on time, etc., etc. Recently, my physician informed me that the manufacturer of Adderall had quit making immediate release tablets (was taking 1-2 20mg/day)- and switched me over to Vyvanse 40mg time released. Now I'm having problems sleeping, feel generally depressed. Doubt they quit making Adderall/as my doctor said...and think it is more likely the authorities was coming down.""",9,
58,Adderall,1,amphetamine and dextroamphetamine,"""I have been suffering through ADD and Dyslexia my whole life. Together, the two work together to make your life a hell pit. Dyslexia made it harder for me to understand things and ADD made it hard for me to keep my focus long enough to understand it. I have been on and off ADD medications throughout my life, all which had negatives which outweighed the positives. I am now 17, I also lost hope in myself that I would ever be, ""normal"". It was taking me as least 10 times as long to complete task as my classmates. I started to become a burnout... until, I was prescribed Adderall. My head that once felt like a rock, now feels totally capable of thinking. My grades went up and now I have hope. I still have challenges, but they are manageable.""",10,
59,Adderall,1,amphetamine and dextroamphetamine,"""Started taking Adderall about 3.5 years ago while in my early twenties for ADD. After already been diagnosed at around 7 my parents refused to put me on medicines. I was never able to sit still, go a day without being extremely restless in class, and many times was sent to the office for being loud. After extreme fatigue and no motivation to finish anything including zero motivation to work, depression, etc. I started Adderall. Has helped so much (at first) things got done, class/work was way smoother. And had interest in things I always struggled to absorb. Cons... tolerance builds fast. Sleep is a must or you feel like a corpse. (After the first few weeks sleep comes easier though.) Nervous. Jittery. """,7,
60,Adderall,1,amphetamine and dextroamphetamine,"""I have taken Adderall for over 6 yrs now. At first it was the best! All my problems were solved. Higher concentration, longer attention span, lower appetite, more sociable. It was awesome. But over the years the side effects have caught up to me. Increased sweating, higher pulse rate, higher blood pressure, lower quality of sleep, dazed. My shoulder muscles are so tense all the time its almost painful. I'm prescribed 60mg a day, and that used to be great, but now if I take more than 30 mg my sleep quality suffers to the point where I'm a zombie the next day. Then I have to take more to feel normal, then I can't sleep again the next night. But if I don't take it, I'm completely useless for about 4 days. Therefore, I can't stop taking it.""",6,
61,Adderall,1,amphetamine and dextroamphetamine,"""I suffer from ADD. I take 30mg twice a day. It works very well for me, however sometimes I get wicked headaches in my frontal/temple areas which I am sure is a side effect of the Adderall. I am going to see my Doctor in a week and talk this over with him. I also notice that sometimes I feel really sleepy after I take a dose. """,9,
62,Adderall,1,amphetamine and dextroamphetamine,"""I would like to say that Adderrall really works, it helps me concentrate, and get things done, My mind doesnt race, and I am able to focus. I do experience the dry mouth, and the loss of appetite. And I was experiencing a lot of headaches when I first started taking it, and it would be migraines starting from my temple to the pressure in my eye. I did a self experiment before I completely stopped taking the medicine and began to drink TWO GLASSES of water. 1 before my pill then wait 10 mins and drink another glass of water with the pill.. And through out the day I kept drinking water... And I have no more headaches... Drink water!!!! ALL DAY!""",10,
63,Adderall,1,amphetamine and dextroamphetamine,"""I've been on Adderall for about 4 years. I was having an extremely hard time focusing, extreme fatigue, general feeling of being lost and overly emotional and unstable. Adderall was an absolute miracle when I started on it. My trouble paying attention, loss of interest in life, constant sleepiness and emotional swings were gone. It made me genuinely happy and self confident for the first time in my life. """,6,
64,Adderall,1,amphetamine and dextroamphetamine,"""When I began taking Adderall in my early 20's, from dose one I could say I feel ""normal"" for the first time in my life since I was a young boy. I was happy and life had meaning and a reason. It allowed me to become productive, and I loved this new feeling of well being in both mind and body. It came after a decade of severe depression, anxiety and panic states, and a multitude of psych issues, and I was like a person on the outside, but inside a disease of agonizing mental anguish and physically I hurt of severe pain but no physical evidence that I was like a 20 year old young man who was only alive because I would not die. A tablet of Adderall changed my life and it is my key to life worth living.""",10,
65,Adderall,1,amphetamine and dextroamphetamine,"""I am on the IR version and I agree with the person who commented that you forget to eat. I have lost 12 pounds over the last six months and I have to remember to eat. As they stated I do get foggy headed and kind of high feeling at times, but when I eat something and remember to take my vitamins since I don't eat as much I am fine. I am older and I did it so I could study for the CPA exam because I could not keep my mind focused on the study materials. My work performance has improved phenomenally as well. My boss noticed at my next review and even commented that I seemed different. My attention to detail had improved and I was staying focused on my tasks so much better. Makes me wish I had done something like this long ago.""",9,
66,Adderall,1,amphetamine and dextroamphetamine,"""I was prescribed Adderall XR 15mg six months ago after trying Focalin XR and not liking it because of severe stomach pains it would give me. Before trying the Adderall and Focalin I was diagnosed with ADHD because I brought it to my doctors attention. I had always had a problem in high school and even middle school with getting good grades, everyone thought I was lazy. In college the situation was getting worse, and I started to get depressed about my bad grades. I then realized my depression was stemming from my inability to concentrate on school work. It's been six months since I've been on the Adderall XR, and my grades have shot up! I get A's and B's in all my classes and am so much more organized which helps with everything in my life.""",8,
67,Adderall,1,amphetamine and dextroamphetamine,"""Double edged sword with Adderall. Great for concentration, brought my college GPA from a 2.5 to a 3.7, amazing. Although I do have trouble sleeping with it, and I often have mild bouts of depression, and roller coaster of emotion that I never have had before. Although it is important to state that this may be because I am not eating as much and forget to eat, which could easily cause these symptoms. AMAZING for athletics, I am able to run 3-4 times farther with this, really great. A nice feeling when its working and with a definite comedown. Its important to mention I am on the IR version, which could be causing these side effects. My food habits are also now VERY healthy.""",8,
68,Adderall,1,amphetamine and dextroamphetamine,"""I take only 5mg a day but it works for my mild ADD. This gives me great concentration and I can get things done. Without this, I can't even read an article in a newspaper. This is my life saver. The only catch is I get tense TMJ from this. But I lived with it as the benefit outweigh the side effect.""",10,
69,Adderall,1,amphetamine and dextroamphetamine,"""I was diagnosed with ADD at 21, as a junior in college. Before Adderall, I was an average student. I had a short attention span and difficulty efficiently completing tasks. The first time I took it, I read long passages and retained all the information. I actually follow my professors in-class. I didn't dread studying anymore; I actually kind of enjoyed it! I couldn't believe it. Within 2 semesters, my GPA has gone from a 3.1 to a 3.5. There are only a few downsides that come to mind. First, I have trouble falling asleep at night. Next, I get irritated when studying/tasks are interrupted. Also, coming off of it, I feel extremely tired for at least 3 or 4 days.""",9,
70,Adderall,1,amphetamine and dextroamphetamine,"""I had been taking Adderall (generic) for approximately five years but recently switched to dextroamphetamine because it was getting so hard to get Adderall due to (as the pharmacy said) ""a manufacturer backorder"". But talk about serendipity; the dextroamphetamine makes me clench my jaw a LOT less than the amphetamine salts and as I begin to lose focus at the end of the day I don't get a headache to boot. So overall I have to say the dextroamphetamine is significantly better than Adderall on several levels.""",7,
71,Adderall,1,amphetamine and dextroamphetamine,"""Works well. Be sure not to take in evening or night just in the morning and noon though, because it will cause sleeplessness.""",10,
72,Adderall,1,amphetamine and dextroamphetamine,"""I have a vast array of psych problems from ADD to OCD to suicidal ideation. Adderall was the first wonder pill for me. It made every other medicine I was taking more tolerable and more effective. It caused my mind to stop racing so bad. Adderall changed my life.""",10,
73,Adderall,1,amphetamine and dextroamphetamine,"""Adderall has helped change the well being of my LIFE. As a child I had a issue affecting me. So, I tried to hide it because I was embarrassed but as an adult I finally had to own up to it after the birth of my child. I needed education so, I enrolled in College after a couple of weeks. I started to notice the same problems. I spoke to my doctor, was tested for ADD and was diagnosed. Since then I've been on 20mg Adderall morning and 10mg Ritain in the evening. I had only positive effects. I finally get to be the great student I always wanted to be and can finish my daily chores without forgetting things. I only hope that people quit trying to say this medicine isn't good for anyone. For yrs I didn't make the A's I wanted and now I do. People taking this medicine don't want to ""They Have NO Choice But To.""",9,
74,Adderall,1,amphetamine and dextroamphetamine,"""Works great!""",9,
75,Adderall,1,amphetamine and dextroamphetamine,"""I have had problems my whole life with school, holding down jobs, depression and alcoholism. Adderall has changed my life. I am 43 and I finally have the courage to pursue the career I didn't think I would be able to do before. I also take Prozac. The combination does make me a little dizzy and I do sweat a lot more, but the miracle of being able to function on a daily basis and concentrate out way the side effects.""",9,
76,Adderall,1,amphetamine and dextroamphetamine,"""This medicine is amazing. I used to ALWAYS be the last one to turn in tests in High School. Now I take one in the morning and in about an hour feel like I am my true self. With it I can process information clearly, easily, and very efficiently. Now I have no problems with writing essays, answering in-depth questions, second-guessing myself. I even found that I am a lot more confident with many things (ranging from presentations to girls). I also take much better care of myself throughout the day except when it comes to eating for I do experience the loss in appetite. To describe it, it is almost like an auto tune-up program except for your brain! Adderall is absolutely great for me!""",10,
77,Adderall,1,amphetamine and dextroamphetamine,"""I was on adderall for about 10 years after I lost too much weight on Dexatrin. I began when I was about 10 and went all the way up to 40-60 mg a day, depending on how I felt. I was great for focus, but I definitely had sweaty pits, which I find really annoying. After Adderall stopped working, I switched to Concerta for 3 years, then to VyvanSe, which was incredible. All of these medications, though, made me feel like a schizo. Because I started so young, I got used to the feelings, but I would be a robot when I was on them, and coming down, irritable until I ate, then crazy hyper. Adderall did everything it was supposed to do, and because of it I was able to get into a great boarding school, great college, and now grad school.""",8,
78,Adderall,1,amphetamine and dextroamphetamine,"""The dosage of Adderall XR is variable from person to person within the established prescribing limitations that are an essential aspect of using this drug safely. That being said, I have personally experienced the efficacy of Adderall XR as being determined by being on the right dosage (not too little or not too much) of this very effective medication for Adult Attention Deficit Disorder.""",8,
